user_id,d_o_w,hour,day_part,location,calendar_active,calendar_event,contacts_count,pref_place,pref_calendar_event,pref_contacts,reminder
u_086497,4,9,Morning,dentist,0,none,2,1,0,0,1
u_140825,0,9,Morning,campground,0,none,9,0,0,0,1
u_027644,0,10,Late Morning,shoe_store,1,Booster,1,0,0,0,0
u_047206,0,11,Late Morning,local_government_office,0,none,10,1,0,0,1
u_069057,6,19,Early Evening,local_government_office,0,none,9,0,0,0,1
u_136045,1,12,Noon or Midday,doctor,0,none,1,0,0,0,0
u_189795,3,8,Morning,electronics_store,1,Class,0,1,0,0,1
u_094546,5,11,Late Morning,clothing_store,1,Martin Luther King Jr. Day,1,0,1,0,1
u_182797,4,15,Afternoon,hospital,0,none,0,0,0,0,0
u_073374,6,15,Afternoon,museum,0,none,5,0,0,0,1
u_144475,2,14,Early Afternoon,city_hall,0,none,0,1,0,0,1
u_104862,6,11,Late Morning,florist,1,National Aviation Day,1,0,0,0,0
u_080905,5,13,Early Afternoon,florist,1,National Aviation Day,0,0,1,0,1
u_087970,3,15,Afternoon,aquarium,1,San Jacinto Day,1,1,0,1,1
u_013827,1,12,Noon or Midday,meal_delivery,1,Veterans Day,0,1,0,0,1
u_119079,4,15,Afternoon,bank,0,none,1,0,0,1,1
u_047617,2,18,Dusk,campground,0,none,3,1,0,0,1
u_171105,1,10,Late Morning,car_repair,1,Leif Erikson Day,1,0,0,0,1
u_182202,2,20,Evening,furniture_store,1,Doctor Appointment,0,0,0,1,1
u_140341,4,11,Late Morning,police,0,none,1,1,0,0,1
u_008727,0,17,Late Afternoon,post_office,0,none,2,0,0,1,1
u_046412,1,15,Afternoon,hair_care,1,Reunion,0,0,0,0,1
u_058363,2,15,Afternoon,primary_school,0,none,5,0,0,0,1
u_117765,5,8,Morning,post_office,1,Mardi Gras,5,0,0,0,1
u_070447,5,11,Late Morning,plumber,1,Father’s Day,2,0,0,0,1
u_037999,6,17,Late Afternoon,pharmacy,1,Funeral,2,0,0,0,1
u_080523,6,2,Night,hair_care,0,none,10+,0,0,1,1
u_084777,3,11,Late Morning,meal_takeaway,0,none,1,0,0,1,1
u_188870,4,13,Early Afternoon,university,0,none,0,0,0,0,0
u_044220,0,15,Afternoon,supermarket,1,Marine Corps Birthday,0,0,1,0,1
u_027090,2,13,Early Afternoon,convenience_store,1,Day After Thanksgiving,1,0,0,0,1
u_172534,6,8,Morning,movie_rental,0,none,0,0,0,0,0
u_085250,3,14,Early Afternoon,zoo,0,none,1,0,0,1,1
u_090355,2,17,Late Afternoon,hospital,0,none,0,1,0,0,1
u_038876,1,8,Morning,bowling_alley,1,Armed Forces Day,2,0,0,0,1
u_110860,6,15,Afternoon,movie_theater,0,none,0,0,0,0,0
u_004480,2,15,Afternoon,pharmacy,1,Easter,0,0,0,0,1
u_058612,1,16,Afternoon,movie_theater,1,Pearl Harbor Remembrance Day,2,0,0,0,1
u_133064,6,7,Morning,bakery,1,Feast of the Immaculate Conception,2,0,0,0,1
u_105499,6,19,Early Evening,mosque,1,Constitution Day and Citizenship Day,1,0,0,0,0
u_017288,3,14,Early Afternoon,bakery,0,none,0,1,0,0,1
u_154684,3,16,Afternoon,secondary_school,0,none,1,0,0,0,0
u_075159,6,8,Morning,beauty_salon,1,New Year’s Day,6,0,0,1,1
u_038157,4,6,Early Morning,gas_station,0,none,6,1,0,0,1
u_183369,4,17,Late Afternoon,police,1,Memorial Day,0,0,0,0,1
u_191906,0,11,Late Morning,university,1,New Year’s Day,0,0,0,0,1
u_112352,2,14,Early Afternoon,secondary_school,1,Interview,0,0,0,0,0
u_154481,5,19,Early Evening,department_store,0,none,0,0,0,0,0
u_039522,2,15,Afternoon,liquor_store,0,none,4,0,0,0,1
u_080230,3,7,Morning,secondary_school,1,Groundhog Day,0,0,0,1,1
u_094481,1,10,Late Morning,pharmacy,1,Memorial Day,1,1,0,0,1
u_081807,5,12,Noon or Midday,physiotherapist,1,Indigenous Peoples’ Day,10+,0,0,0,1
u_033219,2,19,Early Evening,mosque,1,National Parents’ Day,10,0,0,0,1
u_097983,2,17,Late Afternoon,clothing_store,1,Idaho Human Rights Day,3,0,0,1,1
u_090956,5,20,Evening,hardware_store,1,New Year’s Eve,9,0,0,0,1
u_065219,1,18,Dusk,hospital,0,none,2,0,0,1,1
u_105488,0,11,Late Morning,insurance_agency,1,Doctor Appointment,7,0,0,0,1
u_199691,4,17,Late Afternoon,hindu_temple,0,none,0,0,0,0,0
u_046721,1,20,Evening,restaurant,0,none,0,0,0,0,1
u_097818,0,16,Afternoon,electrician,0,none,5,0,0,0,1
u_079647,3,11,Late Morning,electrician,0,none,0,1,0,0,1
u_091960,4,12,Noon or Midday,home_goods_store,1,Inauguration Day,0,0,0,1,1
u_173901,1,9,Morning,hindu_temple,1,Columbus Day,10+,0,0,0,1
u_058039,0,5,Dawn,airport,1,National Aviation Day,3,1,1,0,1
u_101527,3,19,Early Evening,bank,0,none,5,0,0,1,1
u_161898,3,1,Night,stadium,0,none,2,0,0,0,1
u_104196,2,19,Early Evening,bakery,1,Day After Thanksgiving,0,0,0,0,0
u_180671,2,20,Evening,atm,1,Leif Erikson Day,10+,1,1,1,1
u_012550,6,15,Afternoon,campground,0,none,0,1,0,1,1
u_105287,0,14,Early Afternoon,cafe,0,none,1,0,0,0,0
u_103958,5,10,Late Morning,laundry,1,National Grandparents Day,0,0,0,0,0
u_163333,0,12,Noon or Midday,clothing_store,1,Idaho Human Rights Day,1,0,0,0,0
u_194445,3,16,Afternoon,parking,1,New Year’s Day,2,0,0,0,1
u_091866,4,20,Evening,cafe,1,Final,0,0,0,0,1
u_120650,6,11,Late Morning,funeral_home,1,Leif Erikson Day,0,0,0,1,1
u_118054,0,9,Morning,city_hall,0,none,7,0,0,0,1
u_098220,4,7,Morning,airport,0,none,0,0,0,1,1
u_183013,2,10,Late Morning,hospital,1,Road Trip,2,0,0,0,0
u_057742,0,17,Late Afternoon,shopping_mall,1,Road Trip,1,0,0,0,0
u_176679,0,17,Late Afternoon,shopping_mall,0,none,0,0,0,1,1
u_107764,4,20,Evening,clothing_store,1,Dinner,2,0,0,0,1
u_083749,6,11,Late Morning,store,0,none,2,1,0,0,1
u_187620,1,12,Noon or Midday,school,1,Prince Jonah Kūhiō Kalaniana‘ole Day,0,1,0,0,1
u_080654,6,10,Late Morning,bicycle_store,0,none,3,0,0,1,1
u_154606,2,13,Early Afternoon,car_repair,0,none,3,0,0,0,1
u_037034,5,19,Early Evening,real_estate_agency,1,Thanksgiving,2,0,1,0,1
u_196525,5,13,Early Afternoon,florist,1,Susan B. Anthony’s Birthday,2,1,1,1,1
u_198640,3,13,Early Afternoon,school,0,none,1,0,0,0,0
u_018143,0,8,Morning,funeral_home,1,Navy Birthday,0,0,1,0,1
u_055532,0,12,Noon or Midday,city_hall,0,none,0,1,0,1,1
u_031089,1,0,Midnight,stadium,0,none,7,0,0,1,1
u_086440,4,15,Afternoon,florist,1,Navy Birthday,6,0,1,0,1
u_100958,6,17,Late Afternoon,zoo,1,Marine Corps Birthday,0,0,1,1,1
u_105347,6,10,Late Morning,university,1,Veterans Day,0,1,0,1,1
u_183670,3,18,Dusk,campground,1,Cyber Monday,2,1,0,0,1
u_166260,4,19,Early Evening,locksmith,1,Rent Due,2,0,0,0,1
u_171663,3,9,Morning,movie_theater,0,none,1,0,0,0,0
u_057975,1,10,Late Morning,drugstore,1,Road Trip,1,0,0,0,0
u_123210,4,15,Afternoon,home_goods_store,1,National Wear Red Day,2,0,0,0,1
u_030205,0,13,Early Afternoon,pharmacy,1,St. Nicholas’ Day,0,0,0,0,1
u_015823,0,12,Noon or Midday,atm,0,none,6,0,0,0,1
u_035617,3,10,Late Morning,electrician,0,none,10,0,0,0,1
u_119921,1,14,Early Afternoon,lodging,1,School Break,0,0,1,1,1
u_190749,0,12,Noon or Midday,subway_station,1,Lei Day,0,1,0,0,1
u_033794,1,15,Afternoon,bicycle_store,1,Labor Day,2,0,0,0,1
u_187270,3,18,Dusk,supermarket,1,Movie,0,1,1,0,1
u_177825,6,14,Early Afternoon,store,1,Dinner,9,0,0,0,1
u_150782,6,4,Night,subway_station,0,none,1,0,0,0,0
u_110472,6,16,Afternoon,bus_station,0,none,2,0,0,0,0
u_106202,5,11,Late Morning,drugstore,0,none,1,0,0,0,0
u_181077,4,20,Evening,electronics_store,1,Movie,7,0,1,0,1
u_108553,3,8,Morning,clothing_store,0,none,2,1,0,0,1
u_174975,3,11,Late Morning,church,1,Bastille Day,4,1,0,0,1
u_046266,3,19,Early Evening,restaurant,1,National Beer Day,0,0,0,0,1
u_092940,6,20,Evening,police,1,Day After Thanksgiving,0,1,0,0,1
u_051340,1,9,Morning,park,1,Wedding,3,1,0,0,1
u_178077,5,11,Late Morning,post_office,1,Marine Corps Birthday,3,0,1,0,1
u_097064,1,18,Dusk,florist,0,none,5,0,0,1,1
u_043635,0,18,Dusk,gas_station,1,Small Business Saturday,1,0,0,0,1
u_028999,3,9,Morning,meal_takeaway,0,none,4,1,0,0,1
u_135549,0,17,Late Afternoon,courthouse,0,none,3,0,0,0,1
u_081574,5,9,Morning,museum,0,none,9,0,0,0,1
u_182258,4,8,Morning,shoe_store,1,National Vietnam War Veterans Day,0,0,0,0,0
u_069162,1,15,Afternoon,hardware_store,1,Lecture,1,0,0,0,1
u_060964,6,16,Afternoon,tourist_attraction,1,Graduation,10,0,1,0,1
u_130417,5,14,Early Afternoon,florist,1,Kamehameha Day,2,1,0,0,1
u_141101,6,18,Dusk,embassy,1,Evacuation Day,3,0,0,0,1
u_076823,1,16,Afternoon,supermarket,0,none,6,0,0,0,1
u_198761,2,18,Dusk,museum,0,none,8,0,0,0,1
u_191996,3,19,Early Evening,insurance_agency,0,none,0,0,0,0,0
u_108544,3,15,Afternoon,hair_care,1,Indigenous Peoples’ Day,2,1,1,0,1
u_134916,5,19,Early Evening,taxi_stand,1,Indigenous Peoples’ Day,0,0,0,0,0
u_111775,2,19,Early Evening,roofing_contractor,1,Thanksgiving,2,0,0,0,1
u_065321,6,12,Noon or Midday,library,1,Easter,3,0,0,0,1
u_131897,5,11,Late Morning,movie_theater,0,none,3,0,0,0,0
u_077263,4,17,Late Afternoon,gas_station,1,Midterm,3,0,0,0,1
u_065698,3,12,Noon or Midday,locksmith,1,Booster,0,0,1,0,1
u_003711,1,11,Late Morning,bank,0,none,0,1,0,0,1
u_058554,5,9,Morning,hardware_store,1,Idaho Human Rights Day,1,0,0,0,0
u_157775,3,20,Evening,plumber,1,Gym,0,0,0,1,1
u_087192,4,9,Morning,park,1,Armed Forces Day,4,0,0,0,1
u_167512,0,17,Late Afternoon,parking,1,Bastille Day,0,0,0,0,0
u_129366,6,8,Morning,book_store,1,Statehood Day in Hawaii,10,0,1,0,1
u_129000,4,17,Late Afternoon,light_rail_station,0,none,0,0,0,1,1
u_182744,4,18,Dusk,hardware_store,0,none,2,0,0,0,1
u_039508,3,16,Afternoon,tourist_attraction,0,none,3,0,0,0,1
u_086872,4,13,Early Afternoon,atm,0,none,1,0,0,0,0
u_141451,4,9,Morning,synagogue,1,Funeral,0,1,1,0,1
u_033877,2,19,Early Evening,electrician,0,none,3,1,0,1,1
u_177393,0,12,Noon or Midday,locksmith,1,Interview,0,0,0,1,1
u_048503,1,13,Early Afternoon,casino,1,Interview,1,0,0,1,1
u_075467,2,15,Afternoon,art_gallery,0,none,10+,0,0,0,1
u_129533,4,19,Early Evening,gas_station,0,none,5,0,0,0,1
u_038470,0,18,Dusk,embassy,1,Interview,1,0,0,0,1
u_158165,3,8,Morning,book_store,1,Unity Day,0,1,0,0,1
u_127044,4,17,Late Afternoon,hardware_store,1,Small Business Saturday,0,0,1,0,1
u_181145,0,11,Late Morning,pharmacy,0,none,5,0,0,1,1
u_034468,4,15,Afternoon,drugstore,1,Halloween,9,0,1,0,1
u_036699,0,13,Early Afternoon,light_rail_station,1,Halloween,1,0,0,0,1
u_101628,0,19,Early Evening,physiotherapist,0,none,1,0,0,0,1
u_084140,3,14,Early Afternoon,liquor_store,0,none,0,0,0,0,0
u_073015,5,9,Morning,zoo,0,none,0,1,0,0,1
u_070191,4,14,Early Afternoon,car_repair,0,none,0,0,0,0,0
u_022215,6,7,Morning,university,0,none,0,0,0,0,0
u_090193,3,22,Night,bar,1,Palm Sunday,2,0,0,0,1
u_038812,2,9,Morning,shopping_mall,1,National Immigrants Day,1,1,1,0,1
u_136177,1,19,Early Evening,dentist,0,none,0,0,0,0,0
u_182957,2,8,Morning,library,1,Brunch,3,0,1,0,1
u_135565,5,16,Afternoon,locksmith,1,San Jacinto Day,2,0,0,0,1
u_073609,0,11,Late Morning,lodging,0,none,0,0,0,1,1
u_075947,2,20,Evening,bank,0,none,1,1,0,0,1
u_036926,3,11,Late Morning,department_store,0,none,3,0,0,0,0
u_039806,3,16,Afternoon,museum,1,Family Day,1,0,0,0,1
u_184570,3,10,Late Morning,car_rental,0,none,10,0,0,1,1
u_042394,3,13,Early Afternoon,meal_takeaway,1,St. Nicholas’ Day,1,0,1,0,1
u_060635,1,17,Late Afternoon,meal_takeaway,0,none,2,0,0,1,1
u_165261,1,16,Afternoon,church,0,none,8,0,0,0,1
u_040819,2,14,Early Afternoon,city_hall,1,Flight,0,0,0,1,1
u_009129,5,13,Early Afternoon,hair_care,0,none,6,0,0,0,1
u_199427,5,17,Late Afternoon,clothing_store,0,none,1,0,0,0,0
u_118131,5,18,Dusk,gym,0,none,4,1,0,0,1
u_009092,5,15,Afternoon,pharmacy,0,none,0,1,0,1,1
u_052572,4,19,Early Evening,store,1,National Parents’ Day,3,1,1,0,1
u_097841,2,18,Dusk,zoo,0,none,1,1,0,0,1
u_047180,4,10,Late Morning,car_wash,1,National Children’s Day,0,0,0,0,0
u_188008,4,22,Night,stadium,1,Party,10,1,1,1,1
u_076632,4,8,Morning,clothing_store,1,Sweetest Day,0,0,0,1,1
u_187258,5,15,Afternoon,veterinary_care,1,Nevada Day,1,1,0,0,1
u_181809,6,9,Morning,hindu_temple,0,none,1,0,0,1,1
u_143791,1,13,Early Afternoon,gym,0,none,0,0,0,0,0
u_119846,3,15,Afternoon,jewelry_store,1,National Beer Day,8,0,1,0,1
u_017636,5,8,Morning,store,1,Anniversary,0,1,0,0,1
u_185749,0,16,Afternoon,car_wash,0,none,1,1,0,0,1
u_082315,6,16,Afternoon,train_station,1,Evacuation Day,8,0,0,0,1
u_105260,1,20,Evening,casino,0,none,1,0,0,1,1
u_036559,4,17,Late Afternoon,library,0,none,0,0,0,0,1
u_073451,2,15,Afternoon,courthouse,0,none,1,0,0,0,0
u_060768,4,13,Early Afternoon,lawyer,1,Concert,0,0,0,0,1
u_008460,4,13,Early Afternoon,parking,1,Lecture,0,0,0,0,0
u_068271,2,9,Morning,hospital,1,San Jacinto Day,0,0,0,0,0
u_075886,2,8,Morning,airport,0,none,3,0,0,0,0
u_102545,1,12,Noon or Midday,local_government_office,0,none,3,0,0,0,0
u_070621,5,20,Evening,home_goods_store,1,Movie,5,0,0,0,1
u_054659,1,8,Morning,moving_company,1,Final,9,1,0,0,1
u_166579,3,13,Early Afternoon,gas_station,1,Feast of Our Lady of Guadalupe,0,0,1,0,1
u_139100,2,14,Early Afternoon,bakery,1,Martin Luther King Jr. Day,0,0,0,0,1
u_166594,4,12,Noon or Midday,plumber,1,Doctor Appointment,4,0,0,1,1
u_126511,5,19,Early Evening,stadium,1,Idaho Human Rights Day,5,1,0,1,1
u_069459,1,4,Night,pharmacy,1,Groundhog Day,0,0,1,0,1
u_135107,1,19,Early Evening,funeral_home,1,Checkup,2,0,0,0,1
u_128374,0,12,Noon or Midday,hair_care,0,none,9,1,0,0,1
u_183017,5,17,Late Afternoon,embassy,0,none,8,0,0,0,1
u_041041,0,9,Morning,hindu_temple,1,Armed Forces Day,4,0,0,1,1
u_172703,5,8,Morning,school,1,Nevada Day,0,1,0,0,1
u_179676,5,8,Morning,police,0,none,2,0,0,0,0
u_063309,4,12,Noon or Midday,synagogue,0,none,1,0,0,0,0
u_135475,4,16,Afternoon,university,0,none,9,1,0,0,1
u_184767,6,2,Night,transit_station,1,American Indian Heritage Day,0,0,0,0,0
u_088305,2,22,Night,night_club,1,Martin Luther King Jr. Day,8,0,0,0,1
u_005493,6,8,Morning,courthouse,1,César Chávez Day,1,1,0,0,1
u_061655,1,10,Late Morning,cafe,0,none,6,0,0,1,1
u_047381,3,16,Afternoon,veterinary_care,0,none,0,0,0,0,0
u_162733,3,17,Late Afternoon,painter,1,Dinner,2,0,0,0,1
u_103447,0,14,Early Afternoon,bicycle_store,1,Bunker Hill Day,0,0,0,0,0
u_142830,5,21,Late Evening,subway_station,0,none,1,0,0,0,0
u_153125,1,13,Early Afternoon,dentist,0,none,3,0,0,0,0
u_056493,1,17,Late Afternoon,beauty_salon,0,none,1,0,0,0,0
u_037820,3,11,Late Morning,library,1,Labor Day,0,0,1,0,1
u_024597,0,10,Late Morning,bowling_alley,1,Concert,10,0,0,1,1
u_040596,6,15,Afternoon,clothing_store,0,none,10+,0,0,0,1
u_066129,4,18,Dusk,atm,0,none,10,1,0,0,1
u_032814,3,9,Morning,casino,0,none,0,0,0,0,0
u_184581,2,20,Evening,taxi_stand,1,Palm Sunday,1,0,0,0,1
u_131707,1,12,Noon or Midday,shoe_store,1,Flight,0,0,0,1,1
u_189674,6,11,Late Morning,painter,1,Engagement,1,0,0,0,1
u_063677,5,15,Afternoon,mosque,0,none,0,0,0,0,0
u_171420,0,12,Noon or Midday,jewelry_store,0,none,3,1,0,1,1
u_114774,1,9,Morning,dentist,1,Cyber Monday,2,0,0,0,1
u_091563,6,10,Late Morning,department_store,0,none,2,0,0,0,0
u_114557,6,14,Early Afternoon,movie_theater,0,none,0,0,0,0,0
u_044974,1,13,Early Afternoon,primary_school,1,Lecture,1,0,0,0,1
u_050652,3,10,Late Morning,convenience_store,0,none,8,0,0,0,0
u_091617,4,19,Early Evening,home_goods_store,0,none,2,0,0,1,1
u_172874,2,10,Late Morning,aquarium,0,none,2,0,0,1,1
u_018087,0,15,Afternoon,movie_rental,1,Family Day,0,0,0,0,1
u_050519,2,18,Dusk,pet_store,1,Class,10+,1,0,1,1
u_038998,0,12,Noon or Midday,doctor,0,none,10+,1,0,0,1
u_192412,3,6,Early Morning,transit_station,1,National Aviation Day,0,0,0,1,1
u_065881,0,8,Morning,fire_station,0,none,0,0,0,0,0
u_060556,0,20,Evening,bicycle_store,0,none,9,1,0,0,1
u_105701,2,13,Early Afternoon,courthouse,0,none,0,0,0,1,1
u_070325,5,19,Early Evening,movie_theater,1,Rosa Parks Day,2,1,0,1,1
u_064036,4,18,Dusk,pharmacy,1,National Beer Day,2,0,0,0,1
u_197252,5,19,Early Evening,restaurant,1,Birthday,7,1,1,0,1
u_026354,5,8,Morning,florist,0,none,4,0,0,0,0
u_058053,3,13,Early Afternoon,taxi_stand,1,Columbus Day,10,1,0,0,1
u_149299,1,18,Dusk,beauty_salon,0,none,0,1,0,0,1
u_112255,5,12,Noon or Midday,rv_park,1,Orthodox Easter,2,0,0,0,1
u_003974,5,14,Early Afternoon,locksmith,1,Valentine’s Day,0,1,0,1,1
u_110059,0,9,Morning,shoe_store,0,none,2,0,0,1,1
u_157484,1,14,Early Afternoon,library,0,none,10+,1,0,0,1
u_049561,2,13,Early Afternoon,local_government_office,0,none,0,1,0,0,1
u_051662,6,0,Midnight,subway_station,0,none,0,0,0,0,0
u_094650,4,8,Morning,real_estate_agency,0,none,2,1,0,0,1
u_151251,1,18,Dusk,zoo,0,none,1,1,0,1,1
u_017690,0,8,Morning,church,0,none,2,0,0,0,1
u_040676,4,20,Evening,courthouse,1,Statehood Day in Hawaii,2,0,1,1,1
u_148925,5,8,Morning,primary_school,1,Idaho Human Rights Day,2,0,0,0,0
u_020094,2,11,Late Morning,clothing_store,0,none,5,0,0,1,1
u_139264,4,17,Late Afternoon,dentist,0,none,4,0,0,0,1
u_182239,2,16,Afternoon,jewelry_store,1,Brunch,1,0,0,1,1
u_039583,6,9,Morning,gas_station,1,Orthodox Easter,10+,1,0,0,1
u_163912,2,10,Late Morning,storage,1,Texas Independence Day,1,0,0,0,0
u_160712,1,8,Morning,beauty_salon,1,Juneteenth,6,0,0,1,1
u_009781,4,11,Late Morning,car_dealer,0,none,0,1,0,0,1
u_111038,6,23,Night,bar,1,New Year’s Day,7,0,0,1,1
u_118126,4,20,Evening,atm,0,none,10+,0,0,1,1
u_117204,4,9,Morning,electronics_store,1,Rosa Parks Day,0,1,0,1,1
u_133624,3,20,Evening,night_club,1,National Parents’ Day,2,0,0,0,1
u_030705,1,19,Early Evening,airport,1,Midterm,1,1,0,1,1
u_079707,2,19,Early Evening,insurance_agency,1,National Wear Red Day,3,0,0,0,1
u_029427,0,18,Dusk,doctor,0,none,6,0,0,0,1
u_131119,0,19,Early Evening,moving_company,1,National Vietnam War Veterans Day,0,0,1,0,1
u_089972,5,19,Early Evening,light_rail_station,1,National Aviation Day,0,0,0,0,0
u_017625,6,16,Afternoon,amusement_park,1,National Wear Red Day,3,1,0,0,1
u_125074,0,11,Late Morning,art_gallery,0,none,0,0,0,1,1
u_033529,0,10,Late Morning,hardware_store,1,Meeting,1,0,1,1,1
u_096344,3,19,Early Evening,store,0,none,10+,1,0,0,1
u_197423,1,10,Late Morning,cafe,0,none,0,0,0,0,0
u_030669,4,19,Early Evening,clothing_store,1,Funeral,10+,0,1,0,1
u_101384,2,11,Late Morning,painter,0,none,0,0,0,0,0
u_072033,2,11,Late Morning,insurance_agency,0,none,5,0,0,0,1
u_174178,2,18,Dusk,movie_rental,1,Meeting,2,0,0,0,1
u_151567,6,6,Early Morning,subway_station,1,Prince Jonah Kūhiō Kalaniana‘ole Day,0,1,0,0,1
u_185360,0,0,Midnight,night_club,1,Patriot Day,2,1,0,0,1
u_110989,5,13,Early Afternoon,school,1,Texas Independence Day,1,0,0,0,0
u_023560,2,14,Early Afternoon,cemetery,1,Memorial Day,0,0,0,0,0
u_065376,0,19,Early Evening,night_club,1,Movie,1,1,0,0,1
u_061984,2,11,Late Morning,movie_rental,0,none,2,0,0,0,1
u_070731,5,11,Late Morning,art_gallery,1,Independence Day,1,1,0,0,1
u_171661,3,8,Morning,hindu_temple,1,Nevada Day,2,0,0,0,1
u_071298,1,10,Late Morning,bus_station,1,St. Patrick’s Day,0,0,0,0,0
u_183719,5,14,Early Afternoon,moving_company,1,America Recycles Day,2,0,0,1,1
u_071572,6,14,Early Afternoon,plumber,1,Lei Day,1,1,0,0,1
u_116813,0,17,Late Afternoon,storage,1,Tax,2,0,0,0,1
u_135077,1,17,Late Afternoon,aquarium,1,Marine Corps Birthday,1,1,0,0,1
u_112587,4,18,Dusk,pet_store,0,none,0,0,0,0,0
u_018559,1,16,Afternoon,accounting,1,Martin Luther King Jr. Day,0,0,0,0,0
u_060880,0,19,Early Evening,lodging,0,none,2,0,0,1,1
u_199057,0,17,Late Afternoon,department_store,0,none,0,0,0,1,1
u_196572,1,18,Dusk,local_government_office,0,none,0,0,0,0,0
u_032638,3,10,Late Morning,car_rental,1,Texas Independence Day,2,1,0,0,1
u_088972,1,10,Late Morning,bicycle_store,1,Anniversary,2,0,1,0,1
u_198408,3,13,Early Afternoon,amusement_park,1,Engagement,5,0,0,0,1
u_043945,1,12,Noon or Midday,mosque,0,none,0,1,0,0,1
u_052829,2,16,Afternoon,department_store,1,Party,4,0,0,0,1
u_179457,6,11,Late Morning,primary_school,1,Concert,5,0,1,0,1
u_125069,4,18,Dusk,shopping_mall,1,Reunion,0,0,0,0,0
u_189488,5,8,Morning,laundry,1,Prince Jonah Kūhiō Kalaniana‘ole Day,2,0,0,0,1
u_089018,3,13,Early Afternoon,car_rental,1,Bennington Battle Day,3,0,0,0,1
u_176529,0,16,Afternoon,meal_delivery,0,none,0,0,0,0,0
u_059443,4,5,Dawn,mosque,0,none,0,0,0,0,0
u_037231,6,23,Night,train_station,1,Rent Due,4,0,0,0,0
u_071563,1,15,Afternoon,museum,1,Feast of St. Francis of Assisi,2,1,0,0,1
u_171547,3,12,Noon or Midday,zoo,0,none,1,0,0,0,0
u_131663,3,9,Morning,mosque,1,Meeting,6,0,0,0,1
u_016741,6,9,Morning,school,0,none,4,0,0,1,1
u_069612,4,14,Early Afternoon,furniture_store,1,Final,4,0,0,0,1
u_038669,5,9,Morning,light_rail_station,1,Columbus Day,1,0,0,0,1
u_090115,5,20,Evening,store,1,St. Patrick’s Day,0,0,0,0,1
u_115592,0,11,Late Morning,home_goods_store,0,none,3,0,0,0,0
u_036811,2,14,Early Afternoon,book_store,1,Class,1,0,1,1,1
u_021678,6,15,Afternoon,shoe_store,0,none,10,0,0,0,1
u_019502,2,4,Night,airport,1,Bennington Battle Day,5,0,0,0,0
u_039769,6,8,Morning,library,1,Car Rental,0,0,0,0,0
u_031456,1,16,Afternoon,city_hall,0,none,6,0,0,1,1
u_105610,3,12,Noon or Midday,bicycle_store,1,Bunker Hill Day,1,0,1,1,1
u_146437,3,14,Early Afternoon,funeral_home,0,none,5,0,0,0,1
u_034095,2,8,Morning,hardware_store,1,Final,3,0,1,0,1
u_032261,6,1,Night,night_club,1,St. Patrick’s Day,7,1,0,0,1
u_086322,2,11,Late Morning,university,1,St. Nicholas’ Day,0,0,0,1,1
u_142165,5,5,Dawn,hardware_store,0,none,2,0,0,0,0
u_185314,4,9,Morning,car_wash,1,Rent Due,0,0,0,0,0
u_116870,4,9,Morning,hindu_temple,1,Presidents’ Day,3,0,0,0,1
u_173976,6,20,Evening,cemetery,1,Nevada Day,7,1,1,0,1
u_133353,0,8,Morning,supermarket,1,Palm Sunday,2,0,1,0,1
u_003147,6,20,Evening,night_club,0,none,6,0,0,0,1
u_076100,6,18,Dusk,hair_care,1,Palm Sunday,1,1,0,0,1
u_165891,2,15,Afternoon,pet_store,1,Father’s Day,10+,0,0,1,1
u_159315,4,10,Late Morning,parking,0,none,0,0,0,0,0
u_105430,4,13,Early Afternoon,mosque,1,St. Nicholas’ Day,7,1,0,1,1
u_068726,5,14,Early Afternoon,storage,0,none,5,1,0,0,1
u_057194,6,2,Night,furniture_store,0,none,0,1,0,0,1
u_011585,1,17,Late Afternoon,plumber,0,none,1,0,0,0,0
u_034894,0,19,Early Evening,hindu_temple,0,none,7,1,0,0,1
u_105267,0,13,Early Afternoon,taxi_stand,1,Groundhog Day,0,0,0,0,1
u_071566,6,12,Noon or Midday,plumber,1,Prince Jonah Kūhiō Kalaniana‘ole Day,0,0,0,1,1
u_163552,1,18,Dusk,fire_station,0,none,8,0,0,0,1
u_180517,0,20,Evening,campground,0,none,0,0,0,0,0
u_146969,3,11,Late Morning,supermarket,0,none,5,1,0,1,1
u_037553,5,14,Early Afternoon,restaurant,0,none,9,0,0,0,1
u_154516,5,14,Early Afternoon,hardware_store,1,Mardi Gras,0,0,0,0,1
u_198616,5,10,Late Morning,book_store,1,Reunion,4,0,0,0,1
u_023617,1,16,Afternoon,atm,1,Day After Thanksgiving,0,0,1,0,1
u_093991,2,18,Dusk,car_rental,1,Patriot Day,4,0,0,0,1
u_025338,2,8,Morning,store,0,none,8,0,0,1,1
u_133471,5,20,Evening,hardware_store,1,Counseling,1,1,0,0,1
u_158939,3,13,Early Afternoon,real_estate_agency,0,none,1,1,0,0,1
u_113679,1,10,Late Morning,courthouse,1,Black Friday,9,0,0,0,1
u_199417,1,19,Early Evening,cafe,1,Wedding,2,1,0,0,1
u_178167,6,13,Early Afternoon,dentist,1,St. Patrick’s Day,1,0,0,1,1
u_138376,4,16,Afternoon,art_gallery,1,Father’s Day,7,0,0,0,1
u_149188,5,14,Early Afternoon,moving_company,0,none,0,0,0,1,1
u_010012,0,17,Late Afternoon,car_dealer,1,National Aviation Day,0,0,0,0,1
